R‚fD‚tailCommande;R‚fCommande;R‚fProduit;Quantit‚;PrixUnitaire;Remise;FORFAIT;PrixUnitaire?;PrixUnitaireht;TVA
1313;1375;78;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1314;1376;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1315;1377;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1316;1378;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1317;1380;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1318;1381;128;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1319;1382;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1320;1383;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1321;1384;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1322;1385;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1323;1386;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1324;1387;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1325;1388;41;1;;0;TRUE;2.700,00;;0,140000001
1326;1389;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1327;1390;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1328;1397;106;1;42.000,00;0;TRUE;0,00;42.000,00;0,140000001
1329;1398;41;1;28.620,00;0;TRUE;0,00;28.620,00;0
1330;1399;124;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1331;1400;141;1;9.000,00;0;TRUE;0,00;9.000,00;0,140000001
1332;1401;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1333;1402;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1334;1403;3;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1335;1404;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1336;1405;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1337;1406;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1338;1407;35;1;8.000,00;0;TRUE;0,00;8.000,00;0
1339;1408;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1340;1409;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1341;1410;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1342;1411;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1343;1412;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1344;1413;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1345;1414;33;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1346;1415;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1347;1416;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1348;1417;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1349;1418;142;1;28.000,00;0;TRUE;0,00;28.000,00;0,140000001
1350;1420;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1351;1421;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1352;1422;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1353;1423;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1354;1424;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1355;1425;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1356;1426;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1357;1427;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1358;1428;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1359;1429;143;1;42.000,00;0;TRUE;0,00;42.000,00;0,140000001
1360;1430;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1361;1431;3;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1362;1432;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1363;1433;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1364;1434;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1365;1435;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1366;1436;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1367;1437;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1368;1438;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1369;1439;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1370;1440;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1371;1441;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1372;1442;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1373;1443;41;1;;0;TRUE;2.700,00;;0,140000001
1374;1444;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1375;1445;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1376;1446;41;1;27.300,00;0;TRUE;0,00;27.300,00;0,140000001
1377;1447;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1378;1448;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1379;1449;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1380;1450;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1381;1451;144;1;26.000,00;0;TRUE;0,00;26.000,00;0,140000001
1382;1452;141;1;9.000,00;0;TRUE;0,00;9.000,00;0,140000001
1383;1453;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1384;1454;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1385;1455;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1386;1456;2;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
1387;1457;2;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
1388;1458;2;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
1389;1459;106;1;42.000,00;0;TRUE;42.000,00;42.000,00;0,140000001
1390;1460;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1391;1461;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1392;1462;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1393;1463;29;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1394;1464;41;1;27.350,00;0;TRUE;2.600,00;27.350,00;0,140000001
1395;1465;41;1;27.350,00;0;TRUE;2.600,00;27.350,00;0,140000001
1396;1466;41;1;27.300,00;0;TRUE;2.700,00;27.300,00;0,140000001
1397;1467;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1398;1468;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1399;1469;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1400;1470;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1401;1471;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1402;1472;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1403;1473;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1404;1474;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1405;1475;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1406;1476;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1407;1477;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1408;1478;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1409;1479;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1410;1482;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1411;1483;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1412;1484;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1413;1485;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1415;1487;3;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1416;1488;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1417;1489;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1418;1490;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1419;1491;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1420;1492;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1421;1493;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1422;1494;145;1;42.000,00;0;TRUE;0,00;42.000,00;0,140000001
1423;1495;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1424;1496;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1425;1497;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1426;1498;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1427;1499;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1428;1500;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1429;1502;35;1;8.000,00;0;TRUE;2.600,00;8.000,00;0,140000001
1430;1503;146;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
1431;1504;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1432;1505;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1433;1506;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1434;1507;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1435;1508;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1436;1509;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1437;1510;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1438;1511;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1439;1512;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1440;1513;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1441;1514;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1442;1515;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1443;1516;147;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1444;1517;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1445;1518;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1446;1519;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1448;1520;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1449;1521;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1450;1522;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1451;1523;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1452;1524;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1453;1525;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1454;1526;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1455;1527;141;1;17.000,00;0;TRUE;0,00;17.000,00;0,140000001
1456;1528;148;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1457;1529;149;1;18.000,00;0;TRUE;0,00;18.000,00;0,140000001
1458;1530;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1459;1531;150;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1460;1532;41;1;26.000,00;0;TRUE;0,00;26.000,00;0,140000001
1461;1533;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1462;1534;106;1;42.000,00;0;TRUE;0,00;42.000,00;0,140000001
1463;1535;150;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1464;1536;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1465;1537;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1466;1538;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1467;1539;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1468;1540;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1469;1541;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1470;1542;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1471;1543;150;1;7.000,00;0;TRUE;0,00;7.000,00;0,140000001
1472;1544;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1473;1545;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1474;1546;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1475;1547;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1476;1548;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1477;1549;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1478;1550;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1479;1551;28;1;7.000,00;0;TRUE;0,00;7.000,00;0,140000001
1480;1552;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1481;1553;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1482;1554;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1483;1555;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1484;1556;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1485;1557;149;1;18.000,00;0;TRUE;0,00;18.000,00;0,140000001
1486;1558;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1487;1559;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1488;1560;106;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1489;1561;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1490;1486;35;1;0,00;0;TRUE;0,00;0,00;0,140000001
1491;1562;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1492;1563;28;1;13.000,00;0;TRUE;0,00;13.000,00;0,140000001
1493;1564;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1494;1565;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1495;1566;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1496;1567;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1497;1568;149;1;18.000,00;0;TRUE;0,00;18.000,00;0,140000001
1498;1569;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1499;1570;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1500;1571;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1501;1572;120;1;13.000,00;0;TRUE;0,00;13.000,00;0,140000001
1502;1573;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1503;1574;145;1;23.000,00;0;TRUE;0,00;23.000,00;0,140000001
1504;1575;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1505;1576;41;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
1506;1577;41;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
1507;1578;41;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
1509;1580;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1510;1581;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1511;1582;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1513;1302;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1514;610;41;1;30.000,00;0;TRUE;0,00;30.000,00;0
1515;1579;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1516;1583;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1517;1584;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1518;1586;28;1;13.000,00;0;TRUE;0,00;13.000,00;0,140000001
1519;1588;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1520;1590;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1521;1591;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1522;1592;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1523;1593;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1524;1594;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1525;1595;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1526;1596;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1527;1597;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1528;1598;41;1;0,00;0;TRUE;2.600,00;0,00;0,140000001
1529;1600;106;1;41.000,00;0;TRUE;0,00;41.000,00;0
1530;1601;106;1;41.000,00;0;TRUE;0,00;41.000,00;0
1531;1602;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1532;1603;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1533;1604;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1534;1605;150;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1535;1606;150;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1536;1608;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1537;1609;41;1;0,00;0;TRUE;2.700,00;0,00;0,140000001
1538;1610;3;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
1539;1611;153;1;3.990,00;0;TRUE;0,00;3.500,00;0,140000001
1542;1612;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1543;1613;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1544;1614;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1545;1615;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1546;1616;133;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
1547;1617;133;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
1548;1618;78;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
1549;1619;78;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
1550;1620;155;1;15.000,00;0;TRUE;0,00;15.000,00;0
1551;1621;150;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1552;1622;106;1;42.200,00;0;TRUE;0,00;42.200,00;0,140000001
1553;1623;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1554;1548;138;1;-8.100,00;0;TRUE;0,00;-8.100,00;0,140000001
1555;1624;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1556;1625;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1557;1626;141;1;18.000,00;0;TRUE;0,00;18.000,00;0,140000001
1558;1627;29;1;7.000,00;0;TRUE;0,00;7.000,00;0
1559;1628;29;1;11.000,00;0;TRUE;0,00;11.000,00;0,140000001
1560;1629;149;1;19.000,00;0;TRUE;0,00;19.000,00;0,140000001
1561;1630;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1562;1631;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1563;1632;3;1;10.000,00;0;TRUE;0,00;10.000,00;0,140000001
1564;1633;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1565;1634;120;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1566;1635;157;1;31.000,00;0;TRUE;0,00;31.000,00;0,140000001
1567;1636;3;1;13.000,00;0;TRUE;0,00;13.000,00;0,140000001
1568;1637;2;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1569;1638;41;1;27.350,00;0;TRUE;0,00;27.350,00;0,140000001
1570;1639;150;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1571;1640;155;1;15.000,00;0;TRUE;0,00;15.000,00;0
1572;1641;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1573;1642;147;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1574;1643;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1575;1644;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1576;1645;158;1;0,00;0;TRUE;3.800,00;0,00;0,140000001
1577;1646;158;1;0,00;0;TRUE;3.800,00;0,00;0,140000001
1578;1647;158;1;0,00;0;TRUE;3.800,00;0,00;0,140000001
1579;1648;158;1;0,00;0;TRUE;3.800,00;0,00;0,140000001
1580;1649;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1581;1650;29;1;12.000,00;0;TRUE;0,00;12.000,00;0,140000001
1582;1651;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1583;1652;41;1;30.200,00;0;TRUE;0,00;30.200,00;0
1584;1653;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1585;1654;150;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1586;1655;41;1;29.400,00;0;TRUE;0,00;29.400,00;0,140000001
1587;1656;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1588;1657;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1589;1658;114;1;25.000,00;0;TRUE;0,00;25.000,00;0,140000001
1590;1659;159;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1591;1660;159;1;20.000,00;0;TRUE;0,00;20.000,00;0,140000001
1594;1652;125;1;1.100,00;0;TRUE;0,00;1.100,00;0,140000001
1595;1661;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1596;1662;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1597;1664;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1598;1665;41;1;30.200,00;0;TRUE;0,00;30.200,00;0,140000001
1599;1666;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1600;1667;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1601;1668;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1602;1669;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1603;1670;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1604;1671;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1605;1672;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1606;1673;41;1;0,00;0;TRUE;2.900,00;0,00;0,140000001
1607;1674;106;1;0,00;0;TRUE;4.800,00;0,00;0,140000001
1608;1676;106;1;0,00;0;TRUE;4.800,00;0,00;0,140000001
1609;1677;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1610;1678;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1611;1679;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1612;1680;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1613;1681;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1614;1682;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1615;1683;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1616;1684;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1617;1685;41;1;30.450,00;0;TRUE;0,00;30.450,00;0,140000001
1618;1686;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1619;1687;41;1;30.200,00;0;TRUE;0,00;30.200,00;0,140000001
1620;1688;160;1;8.000,00;0;TRUE;0,00;8.000,00;0
1621;1689;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1622;1690;161;1;4.000,00;0;TRUE;0,00;3.508,77;0,140000001
1623;1691;106;1;0,00;0;TRUE;4.800,00;0,00;0,140000001
1624;1692;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1625;1693;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1626;1694;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1627;1695;41;1;30.200,00;0;TRUE;0,00;30.200,00;0,140000001
1628;1696;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1629;1697;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1630;1698;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1631;1699;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1632;1700;41;1;0,00;0;TRUE;2.850,00;0,00;0,140000001
1633;1701;88;1;14.000,00;0;TRUE;0,00;14.000,00;0,140000001
1634;1631;138;1;-8.250,00;0;TRUE;0,00;-8.250,00;0,140000001
1635;1702;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1636;1703;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1637;1704;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1638;1705;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1639;1706;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1640;1707;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1641;1708;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1642;1709;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1643;1710;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1644;1711;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1645;1712;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1646;1713;23;1;15.000,00;0;TRUE;0,00;15.000,00;0,140000001
1647;1714;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1648;1715;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1649;1716;163;1;26.000,00;0;TRUE;0,00;26.000,00;0,140000001
1650;1717;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1651;1718;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1652;1719;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1653;1720;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1654;1721;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1655;1722;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1656;1723;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1657;1724;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1658;1725;160;1;8.000,00;0;TRUE;0,00;8.000,00;0
1659;1726;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1660;1727;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1661;1728;41;1;0,00;0;TRUE;3.600,00;0,00;0,140000001
1662;1729;108;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1663;1730;41;1;32.500,00;0;TRUE;0,00;32.500,00;0,140000001
1664;1731;41;1;32.500,00;0;TRUE;0,00;32.500,00;0,140000001
1665;1732;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1666;1733;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1667;1734;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1668;1735;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1669;1736;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1670;1737;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1671;1738;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1672;1739;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1673;1740;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1674;1741;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1675;1742;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1676;1743;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1677;1744;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1678;1745;35;1;8.000,00;0;TRUE;0,00;8.000,00;0,140000001
1679;1746;106;1;0,00;0;TRUE;4.800,00;0,00;0,140000001
1680;1747;41;1;0,00;0;TRUE;3.100,00;0,00;0,140000001
1681;1748;164;1;0,00;0;TRUE;3.800,00;0,00;0,140000001
